0.000000 1.000000 0.000000
0.000000 1.500000 0.000000
0.000000 2.000000 0.000000
0.000000 2.500000 0.000000
0.000000 3.000000 0.000000
0.000000 3.500000 0.000000
0.000000 4.000000 0.000000
0.000000 4.500000 0.000000
0.000000 5.000000 0.000000

0.500000 -5.000000 0.315784
0.500000 -4.500000 0.315784
0.500000 -4.000000 0.315784
0.500000 -3.500000 0.315784
0.500000 -3.000000 0.315784
0.500000 -2.500000 0.315784
0.500000 -2.000000 0.315784
0.500000 -1.500000 0.315784
0.500000 -1.000000 0.315784
0.500000 -0.500000 0.315784
0.500000 0.000000 0.315784
0.500000 0.500000 0.315784
0.500000 1.000000 0.315784
0.500000 1.500000 0.315784
0.500000 2.000000 0.315784
0.500000 2.500000 0.315784
0.500000 3.000000 0.315784
0.500000 3.500000 0.315784
0.500000 4.000000 0.315784
0.500000 4.500000 0.315784
0.500000 5.000000 0.315784

1.000000 -5.000000 0.698456
1.000000 -4.500000 0.698456
1.000000 -4.000000 0.698456
1.000000 -3.500000 0.698456
1.000000 -3.000000 0.698456
1.000000 -2.500000 0.698456
1.000000 -2.000000 0.698456
1.000000 -1.500000 0.698456
1.000000 -1.000000 0.698456
1.000000 -0.500000 0.698456
1.000000 0.000000 0.698456
1.000000 0.500000 0.698456
1.000000 1.000000 0.698456
1.000000 1.500000 0.698456
1.000000 2.000000 0.698456
1.000000 2.500000 0.698456
1.000000 3.000000 0.698456
1.000000 3.500000 0.698456
1.000000 4.000000 0.698456
1.000000 4.500000 0.698456
1.000000 5.000000 0.698456

1.500000 -5.000000 0.530064
1.500000 -4.500000 0.530064
1.500000 -4.000000 0.530064
1.500000 -3.500000 0.530064
1.500000 -3.000000 0.530064
1.500000 -2.500000 0.530064
1.500000 -2.000000 0.530064
1.500000 -1.500000 0.530064
1.500000 -1.000000 0.530064
1.500000 -0.500000 0.530064
1.500000 0.000000 0.530064
1.500000 0.500000 0.530064
1.500000 1.000000 0.530064
1.500000 1.500000 0.530064
1.500000 2.000000 0.530064
1.500000 2.500000 0.530064
1.500000 3.000000 0.530064
1.500000 3.500000 0.530064
1.500000 4.000000 0.530064
1.500000 4.500000 0.530064
1.500000 5.000000 0.530064

2.000000 -5.000000 0.108920
2.000000 -4.500000 0.108920
2.000000 -4.000000 0.108920
2.000000 -3.500000 0.108920
2.000000 -3.000000 0.108920
2.000000 -2.500000 0.108920
2.000000 -2.000000 0.108920
2.000000 -1.500000 0.108920
2.000000 -1.000000 0.108920
2.000000 -0.500000 0.108920
2.000000 0.000000 0.108920
2.000000 0.500000 0.108920
2.000000 1.000000 0.108920
2.000000 1.500000 0.108920
2.000000 2.000000 0.108920
2.000000 2.500000 0.108920
2.000000 3.000000 0.108920
2.000000 3.500000 0.108920
2.000000 4.000000 0.108920
2.000000 4.500000 0.108920
2.000000 5.000000 0.108920

2.500000 -5.000000 -0.141105
2.500000 -4.500000 -0.141105
2.500000 -4.000000 -0.141105
2.500000 -3.500000 -0.141105
2.500000 -3.000000 -0.141105
2.500000 -2.500000 -0.141105
2.500000 -2.000000 -0.141105
2.500000 -1.500000 -0.141105
2.500000 -1.000000 -0.141105
2.500000 -0.500000 -0.141105
2.500000 0.000000 -0.141105
2.500000 0.500000 -0.141105
2.500000 1.000000 -0.141105
2.500000 1.500000 -0.141105
2.500000 2.000000 -0.141105
2.500000 2.500000 -0.141105
2.500000 3.000000 -0.141105
2.500000 3.500000 -0.141105
2.500000 4.000000 -0.141105
2.500000 4.500000 -0.141105
2.500000 5.000000 -0.141105

3.000000 -5.000000 -0.210172
3.000000 -4.500000 -0.210172
3.000000 -4.000000 -0.210172
3.000000 -3.500000 -0.210172
3.000000 -3.000000 -0.210172
3.000000 -2.500000 -0.210172
3.000000 -2.000000 -0.210172
3.000000 -1.500000 -0.210172
3.000000 -1.000000 -0.210172
3.000000 -0.500000 -0.210172
3.000000 0.000000 -0.210172
3.000000 0.500000 -0.210172
3.000000 1.000000 -0.210172
3.000000 1.500000 -0.210172
3.000000 2.000000 -0.210172
3.000000 2.500000 -0.210172
3.000000 3.000000 -0.210172
3.000000 3.500000 -0.210172
3.000000 4.000000 -0.210172
3.000000 4.500000 -0.210172
3.000000 5.000000 -0.210172

3.500000 -5.000000 -0.182388
3.500000 -4.500000 -0.182388
3.500000 -4.000000 -0.182388
3.500000 -3.500000 -0.182388
3.500000 -3.000000 -0.182388
3.500000 -2.500000 -0.182388
3.500000 -2.000000 -0.182388
3.500000 -1.500000 -0.182388
3.500000 -1.000000 -0.182388
3.500000 -0.500000 -0.182388
3.500000 0.000000 -0.182388
3.500000 0.500000 -0.182388
3.500000 1.000000 -0.182388
3.500000 1.500000 -0.182388
3.500000 2.000000 -0.182388
3.500000 2.500000 -0.182388
3.500000 3.000000 -0.182388
3.500000 3.500000 -0.182388
3.500000 4.000000 -0.182388
3.500000 4.500000 -0.182388
3.500000 5.000000 -0.182388

4.000000 -5.000000 -0.103622
4.000000 -4.500000 -0.103622
4.000000 -4.000000 -0.103622
4.000000 -3.500000 -0.103622
4.000000 -3.000000 -0.103622
4.000000 -2.500000 -0.103622
4.000000 -2.000000 -0.103622
4.000000 -1.500000 -0.103622
4.000000 -1.000000 -0.103622
4.000000 -0.500000 -0.103622
4.000000 0.000000 -0.103622
4.000000 0.500000 -0.103622
4.000000 1.000000 -0.103622
4.000000 1.500000 -0.103622
4.000000 2.000000 -0.103622
4.000000 2.500000 -0.103622
4.000000 3.000000 -0.103622
4.000000 3.500000 -0.103622
4.000000 4.000000 -0.103622
4.000000 4.500000 -0.103622
4.000000 5.000000 -0.103622

4.500000 -5.000000 -0.005355
4.500000 -4.500000 -0.005355
4.500000 -4.000000 -0.005355
4.500000 -3.500000 -0.005355
4.500000 -3.000000 -0.005355
4.500000 -2.500000 -0.005355
4.500000 -2.000000 -0.005355
4.500000 -1.500000 -0.005355
4.500000 -1.000000 -0.005355
4.500000 -0.500000 -0.005355
4.500000 0.000000 -0.005355
4.500000 0.500000 -0.005355
4.500000 1.000000 -0.005355
4.500000 1.500000 -0.005355
4.500000 2.000000 -0.005355
4.500000 2.500000 -0.005355
4.500000 3.000000 -0.005355
4.500000 3.500000 -0.005355
4.500000 4.000000 -0.005355
4.500000 4.500000 -0.005355
4.500000 5.000000 -0.005355

5.000000 -5.000000 0.100248
5.000000 -4.500000 0.100248
5.000000 -4.000000 0.100248
5.000000 -3.500000 0.100248
5.000000 -3.000000 0.100248
5.000000 -2.500000 0.100248
5.000000 -2.000000 0.100248
5.000000 -1.500000 0.100248
5.000000 -1.000000 0.100248
5.000000 -0.500000 0.100248
5.000000 0.000000 0.100248
5.000000 0.500000 0.100248
5.000000 1.000000 0.100248
5.000000 1.500000 0.100248
5.000000 2.000000 0.100248
5.000000 2.500000 0.100248
5.000000 3.000000 0.100248
5.000000 3.500000 0.100248
5.000000 4.000000 0.100248
5.000000 4.500000 0.100248
5.000000 5.000000 0.100248

